m_disk,sb_law,r_in,d_r,inc,pa,mar_starflux,aug_starflux,jun_starflux,lnprob
-7.545827037147388339e+00,2.462987967292737057e+00,1.965446366351732621e+01,2.188343252673257666e+01,8.878444503455079939e+01,1.284812365612312419e+02,3.749642897278741621e-04,1.374795598529743128e-04,2.268825278394887251e-04,-3.130994062500000000e+05
-7.548624170069776262e+00,3.143322308566838252e+00,8.549207024395009569e+00,3.202645988152074352e+01,8.875782085012562561e+01,1.284919619088501861e+02,3.947121220953055706e-04,1.492612306956338263e-04,2.247591651725093986e-04,-3.131062792968750000e+05
-7.563790557161793160e+00,2.838660263358192992e+00,7.980812614402644556e+00,3.280374597281366533e+01,8.877087868343261334e+01,1.284849261088223500e+02,3.954994519055262943e-04,1.482056643007979586e-04,2.301933856286720714e-04,-3.131086035156250000e+05
-7.530218545989033174e+00,2.561525623282201902e+00,1.074141907148257324e+01,3.105872306325593968e+01,8.851589506512789285e+01,1.285125191047195301e+02,3.581769764764656389e-04,1.674601025368456313e-04,2.324275510871265913e-04,-3.131090957031250000e+05
-7.545482452074720570e+00,2.194526240370411330e+00,1.525024809049215158e+01,2.665995878577022538e+01,8.870673661152486034e+01,1.284451522595853419e+02,3.957499250684142671e-04,1.499894855175461466e-04,2.148792840246380512e-04,-3.131114296875000000e+05
-7.549949294171304892e+00,2.755765048907628412e+00,4.273023276334097176e+00,3.688512971741531032e+01,8.875011413451152009e+01,1.285382864256001767e+02,3.828838343162018322e-04,1.486245170482028693e-04,2.226941661891333702e-04,-3.131041953125000000e+05
-7.537771294845679648e+00,2.002629965105850118e+00,2.265183751190843964e+01,1.911068737950596841e+01,8.901453216423585957e+01,1.283836192858606751e+02,3.842160241569922657e-04,1.420924959366190769e-04,2.123865291997040054e-04,-3.130945878906250000e+05
-7.546646085168123186e+00,3.168127233156407208e+00,2.025502541323991323e+00,3.845387167312135546e+01,8.854448326223794652e+01,1.285264370254865867e+02,3.613261079682423410e-04,1.557038612887814890e-04,2.303944919184710487e-04,-3.131052968750000000e+05
-7.534715300810925775e+00,3.816633142365383202e-01,2.426215663727638017e+01,1.857327547307212612e+01,8.911750145813567769e+01,1.282970979481412428e+02,3.338006205774316014e-04,1.476800122014015871e-04,2.353407702238245866e-04,-3.130969453125000000e+05
-7.555944062279636775e+00,3.096604769358929587e+00,6.667386988018751737e+00,3.426214800504369862e+01,8.865029384154699699e+01,1.285061742894016845e+02,3.779777145305774906e-04,1.500133173938035156e-04,2.282255322856402381e-04,-3.131064960937500000e+05
-7.556946477390274808e+00,3.127767519361060344e+00,1.045389105874829028e+00,3.934492479253556496e+01,8.851302051495476064e+01,1.286192576875512259e+02,3.697234658505179619e-04,1.474273539271696320e-04,2.296491065705024055e-04,-3.131074941406250000e+05
-7.532071486773116220e+00,1.739463095279753402e+00,2.263204431558382268e+01,1.899708766426699569e+01,8.894195387139886577e+01,1.283731521673822158e+02,3.909182543774951694e-04,1.427391893432759654e-04,2.148350547619238898e-04,-3.130938144531250000e+05
-7.537279571952536728e+00,1.421326040937555657e+00,2.190530033337277160e+01,2.020261856741199225e+01,8.897126696704739857e+01,1.283659888942678720e+02,3.934090513959011531e-04,1.442890757309673146e-04,2.014182147102624564e-04,-3.130930781250000000e+05
-7.542007095730858701e+00,2.889183248574993979e+00,8.901658634803391479e+00,3.232712145630083000e+01,8.909798356053003943e+01,1.284448786086466896e+02,3.730585361330917573e-04,1.556212177633230459e-04,2.085236598790730510e-04,-3.131096562500000000e+05
-7.552658344244695066e+00,2.026321979342295521e+00,2.055864913876720834e+01,2.088698331757881022e+01,8.860316903646247511e+01,1.284354803147750772e+02,3.892831111994658473e-04,1.427413264863434071e-04,2.189792413771281970e-04,-3.130945800781250000e+05
-7.542810276339747766e+00,2.659477081100256601e+00,1.258097425728056074e+01,2.888888282415687314e+01,8.821200276355004632e+01,1.285595400501006509e+02,3.546696992409786517e-04,1.424415648389368402e-04,2.249667311250735696e-04,-3.131081562500000000e+05
-7.418444870248797507e+00,-1.801620796809802805e+00,1.681124276583009447e+01,1.166949409092473218e+02,8.866753993289114533e+01,1.287459297651758448e+02,4.098266169213507721e-04,1.491105178240052602e-04,2.105165491191034611e-04,-3.138237597656250000e+05
-7.545686770786473652e+00,1.731205553502029648e+00,2.307883659363627515e+01,1.816095843451041247e+01,8.902240628514320520e+01,1.284531329797461012e+02,3.586730958505013637e-04,1.306762386291988192e-04,2.125335577905865258e-04,-3.130929199218750000e+05
-7.535364157480990421e+00,2.962570105902075035e+00,5.925690076758254321e+00,3.526211168713631139e+01,8.891542293517873929e+01,1.284719350356047016e+02,3.784491644026185208e-04,1.684756760746108884e-04,2.253679542809120754e-04,-3.131100820312500000e+05
-7.548138003296307907e+00,3.253220950940637568e+00,1.029644532135451662e+01,3.068603601700268513e+01,8.880969405914412107e+01,1.284203855877833860e+02,4.359971507899741824e-04,1.339119775371056095e-04,2.102221238937425493e-04,-3.131115839843750000e+05
-7.546248014649417080e+00,2.714625806966342925e+00,7.760093930339292179e+00,3.362010754009692448e+01,8.865727707389442003e+01,1.284788468761413185e+02,3.806992183322731272e-04,1.553147346645042100e-04,2.277649221502026165e-04,-3.131038203125000000e+05
-7.543291660449752634e+00,1.264210926232603560e+00,2.327269194889862547e+01,1.845552442065289256e+01,8.896256339148736458e+01,1.283567823660084457e+02,3.625571988982826690e-04,1.481395867492517370e-04,2.211225200800450309e-04,-3.130896445312500000e+05
-7.557318088737451589e+00,2.867045460910488952e+00,1.994693647491155630e+00,3.878509936833897598e+01,8.872446681402342961e+01,1.285485028348583114e+02,3.854706776607025169e-04,1.373457864205492940e-04,2.257403628542381014e-04,-3.131053144531250000e+05
-7.544982518321751819e+00,1.423806373396404368e+00,2.366495281640415271e+01,1.786162227844946315e+01,8.875415459094054427e+01,1.283602928156382745e+02,3.913795709635639933e-04,1.509912257390212307e-04,2.261081676815585094e-04,-3.130880839843750000e+05
-7.539301939104531058e+00,2.108069360781331003e+00,2.016333849914027709e+01,2.101478947057944069e+01,8.851631692798248707e+01,1.285146555905117793e+02,3.724433894482180574e-04,1.328760377085305049e-04,2.232131861907924310e-04,-3.130963046875000000e+05
-7.555229213139115885e+00,1.888478601562910919e+00,2.219550342023360656e+01,1.954538140054858175e+01,8.897266171551105174e+01,1.283337932560577599e+02,3.890124491137304124e-04,1.449545440095333657e-04,2.210972664955131986e-04,-3.130955078125000000e+05
-7.545001649949771405e+00,2.908901992510985579e+00,1.435208568103101268e+00,3.992369347855380113e+01,8.876369131123206557e+01,1.285237566532389906e+02,3.572457743106293533e-04,1.604885639301135156e-04,2.263161596500486400e-04,-3.131055937500000000e+05
-7.543531633046458573e+00,2.760209005633870394e+00,8.107747919859736641e+00,3.281849959786219983e+01,8.831602452451382135e+01,1.286048572842501585e+02,3.559887388760147957e-04,1.532537103835009433e-04,2.313471147584462550e-04,-3.131041289062500000e+05
-7.546653627015538213e+00,2.704142089491969880e+00,1.842996303854778972e+00,3.920192467564642413e+01,8.837577446202904241e+01,1.284367964360877465e+02,3.384708543059865792e-04,1.852959080547115090e-04,2.367806251557900293e-04,-3.131057949218750000e+05
-7.536190249679899367e+00,1.061896797513067314e+00,2.189415853137393952e+01,2.196249685499286386e+01,8.909511413086505627e+01,1.284044421796087363e+02,3.606689672899315532e-04,1.379641852445959984e-04,2.132560643485714670e-04,-3.131106132812500000e+05
-7.539399904657693163e+00,2.767147211451032707e+00,1.095331582433555795e+01,3.017866773631721600e+01,8.872978690511523325e+01,1.285241793368842025e+02,3.851822153802635096e-04,1.531592964690081313e-04,2.229345654415585830e-04,-3.131058359375000000e+05
-7.561172702088978070e+00,2.943072788224619707e+00,6.505949455835912332e+00,3.436457171593212223e+01,8.858665678393565202e+01,1.284486467562947212e+02,3.956693576168660476e-04,1.500506319521493440e-04,2.257879329084188356e-04,-3.131075351562500000e+05
-7.549857432618298780e+00,3.150293126581562131e+00,5.766773734678655394e+00,3.469147291434062197e+01,8.834039483435834939e+01,1.284886663419303545e+02,3.339933014264755075e-04,1.988291724103670194e-04,2.557328109643044415e-04,-3.131112636718750000e+05
-7.546251063798272263e+00,1.037248134676711731e+00,2.437200706897261782e+01,1.700312068081940353e+01,8.883394771006388169e+01,1.283157373376997725e+02,4.021602598384841016e-04,1.442223362908707769e-04,2.166356309580329612e-04,-3.130934199218750000e+05
-7.539588962952282536e+00,2.225546032149244624e+00,2.249553766503872509e+01,1.910383249944112549e+01,8.883831286111467307e+01,1.284076982719259377e+02,4.144849598744709341e-04,1.409886285132527404e-04,2.156923258813068513e-04,-3.130956425781250000e+05
-7.532863427305962922e+00,1.697346896911096081e+00,2.244901330551640584e+01,1.959980999018848991e+01,8.892780216332971577e+01,1.283523477198781109e+02,3.912924035516345531e-04,1.449614687241720077e-04,2.217636354966291267e-04,-3.130924472656250000e+05
-7.543837285392442027e+00,1.190051902558094010e+00,2.280729320456844178e+01,2.001732715170749088e+01,8.910741102024080362e+01,1.283922442671784836e+02,3.506604471729960946e-04,1.449528784621529319e-04,2.304367294001704854e-04,-3.130957363281250000e+05
-7.552249477985702342e+00,1.758072172560392055e+00,2.089684396130312649e+01,2.090656654535479575e+01,8.899421783810208808e+01,1.283855218735519372e+02,3.608786346693781651e-04,1.498975478853819654e-04,2.285949604370235183e-04,-3.130973007812500000e+05
-7.546495310680475299e+00,2.963100455902401009e+00,5.742520728210010361e+00,3.490949965610176520e+01,8.831881095031536688e+01,1.286691946839453067e+02,3.460298536067838663e-04,1.376082288789161735e-04,2.367363214866715715e-04,-3.131074511718750000e+05
-7.540423221068738968e+00,2.565333832278872350e+00,9.896643831610024478e+00,3.168031487595276730e+01,8.847752463216579599e+01,1.285428975813682086e+02,3.888805471226552631e-04,1.471703491619799436e-04,2.272333780061320358e-04,-3.131053847656250000e+05
-7.550138431252321425e+00,2.802836503749781105e+00,7.785274602985228221e+00,3.309630858669084574e+01,8.829674617984876761e+01,1.285340500796900187e+02,3.650891159905150177e-04,1.470298854019907835e-04,2.282033149322154619e-04,-3.131042050781250000e+05
-7.542869977584507168e+00,1.243785398617593296e+00,2.386419687257326316e+01,1.778973158681433020e+01,8.936390568902675113e+01,1.283422284905946924e+02,3.346440139530889452e-04,1.574357594527242728e-04,2.137652531487754717e-04,-3.130999414062500000e+05
-7.556744168039055687e+00,1.944732325501522752e+00,2.203788383547639995e+01,1.922370078295621099e+01,8.883229968884350569e+01,1.284260634162319263e+02,3.885776023855127582e-04,1.381237246207659298e-04,2.252118633518627479e-04,-3.130922832031250000e+05
-7.546136680973275723e+00,2.747216526187127084e+00,9.675558489915248472e+00,3.180446882774310779e+01,8.862239763223671218e+01,1.285162820973383191e+02,3.627886985984082988e-04,1.517285306161173777e-04,2.366615887559598002e-04,-3.131050585937500000e+05
-7.553287253646058907e+00,2.895152131267674456e+00,1.252990149311144741e+01,2.868778137443462839e+01,8.895637631256883537e+01,1.283961878995237385e+02,3.674840791529256491e-04,1.461392561302525235e-04,2.324946870923246596e-04,-3.131092500000000000e+05
-7.560981322392930082e+00,2.840231437613897292e+00,1.007279317064661228e+01,3.083172234464736405e+01,8.862521567900579100e+01,1.284110701702936979e+02,3.952312746517060117e-04,1.454341248418891360e-04,2.227421342074282682e-04,-3.131079277343750000e+05
-7.556595713216815113e+00,2.820176600604512807e+00,7.015143055785102888e+00,3.380578733617876708e+01,8.890139451324009201e+01,1.285573434879765102e+02,3.874049233608676851e-04,1.427623610702631520e-04,2.199330394300315155e-04,-3.131071171875000000e+05
-7.545045149063202672e+00,2.909397360621657214e+00,5.741202310198075587e+00,3.513436029941027527e+01,8.831607296213026359e+01,1.284155364023576738e+02,3.515470046175308725e-04,1.895322987161400540e-04,2.444100094172057570e-04,-3.131062011718750000e+05
-7.536528185032051574e+00,1.586311418557526443e+00,2.320265905831827169e+01,1.864727031275899094e+01,8.897737487986707094e+01,1.284118951493958605e+02,3.628543083178398113e-04,1.315946174958287896e-04,2.102177057223644004e-04,-3.130906425781250000e+05
-7.547538896706254441e+00,1.165074108585399504e+00,2.319477702370446437e+01,1.822795848512498651e+01,8.892422487496402539e+01,1.283549071865884912e+02,3.703151244131830107e-04,1.504949776437702598e-04,2.189067326878750737e-04,-3.130928027343750000e+05
-7.545827037147388339e+00,2.462987967292737057e+00,1.965446366351732621e+01,2.188343252673257666e+01,8.878444503455079939e+01,1.284812365612312419e+02,3.749642897278741621e-04,1.374795598529743128e-04,2.268825278394887251e-04,-3.130994062500000000e+05
-7.548805127351019273e+00,3.144345140467067701e+00,8.140939081813394651e+00,3.241749868625466746e+01,8.869657170490182807e+01,1.284914783485323255e+02,3.858028166747352471e-04,1.565343616118983054e-04,2.293039449839085712e-04,-3.131056328125000000e+05
-7.563790557161793160e+00,2.838660263358192992e+00,7.980812614402644556e+00,3.280374597281366533e+01,8.877087868343261334e+01,1.284849261088223500e+02,3.954994519055262943e-04,1.482056643007979586e-04,2.301933856286720714e-04,-3.131086035156250000e+05
-7.530218545989033174e+00,2.561525623282201902e+00,1.074141907148257324e+01,3.105872306325593968e+01,8.851589506512789285e+01,1.285125191047195301e+02,3.581769764764656389e-04,1.674601025368456313e-04,2.324275510871265913e-04,-3.131090957031250000e+05
-7.545681602647683839e+00,2.211698497067739133e+00,1.508686198904658760e+01,2.680467650217724440e+01,8.870566214882164502e+01,1.284463138945500589e+02,3.954116075587658561e-04,1.499899391887992719e-04,2.151333474944128849e-04,-3.131112714843750000e+05
-7.549949294171304892e+00,2.755765048907628412e+00,4.273023276334097176e+00,3.688512971741531032e+01,8.875011413451152009e+01,1.285382864256001767e+02,3.828838343162018322e-04,1.486245170482028693e-04,2.226941661891333702e-04,-3.131041953125000000e+05
-7.537771294845679648e+00,2.002629965105850118e+00,2.265183751190843964e+01,1.911068737950596841e+01,8.901453216423585957e+01,1.283836192858606751e+02,3.842160241569922657e-04,1.420924959366190769e-04,2.123865291997040054e-04,-3.130945878906250000e+05
-7.546646085168123186e+00,3.168127233156407208e+00,2.025502541323991323e+00,3.845387167312135546e+01,8.854448326223794652e+01,1.285264370254865867e+02,3.613261079682423410e-04,1.557038612887814890e-04,2.303944919184710487e-04,-3.131052968750000000e+05
-7.534715300810925775e+00,3.816633142365383202e-01,2.426215663727638017e+01,1.857327547307212612e+01,8.911750145813567769e+01,1.282970979481412428e+02,3.338006205774316014e-04,1.476800122014015871e-04,2.353407702238245866e-04,-3.130969453125000000e+05
-7.555526211213108745e+00,3.070435272589618680e+00,7.203776269354046136e+00,3.375088511924030144e+01,8.865583452354984217e+01,1.285051443170356436e+02,3.778532547460803932e-04,1.494956509960652458e-04,2.281700638220513281e-04,-3.131060195312500000e+05
-7.556946477390274808e+00,3.127767519361060344e+00,1.045389105874829028e+00,3.934492479253556496e+01,8.851302051495476064e+01,1.286192576875512259e+02,3.697234658505179619e-04,1.474273539271696320e-04,2.296491065705024055e-04,-3.131074941406250000e+05
-7.532071486773116220e+00,1.739463095279753402e+00,2.263204431558382268e+01,1.899708766426699569e+01,8.894195387139886577e+01,1.283731521673822158e+02,3.909182543774951694e-04,1.427391893432759654e-04,2.148350547619238898e-04,-3.130938144531250000e+05
-7.537279571952536728e+00,1.421326040937555657e+00,2.190530033337277160e+01,2.020261856741199225e+01,8.897126696704739857e+01,1.283659888942678720e+02,3.934090513959011531e-04,1.442890757309673146e-04,2.014182147102624564e-04,-3.130930781250000000e+05
-7.542007095730858701e+00,2.889183248574993979e+00,8.901658634803391479e+00,3.232712145630083000e+01,8.909798356053003943e+01,1.284448786086466896e+02,3.730585361330917573e-04,1.556212177633230459e-04,2.085236598790730510e-04,-3.131096562500000000e+05
-7.552658344244695066e+00,2.026321979342295521e+00,2.055864913876720834e+01,2.088698331757881022e+01,8.860316903646247511e+01,1.284354803147750772e+02,3.892831111994658473e-04,1.427413264863434071e-04,2.189792413771281970e-04,-3.130945800781250000e+05
-7.542810276339747766e+00,2.659477081100256601e+00,1.258097425728056074e+01,2.888888282415687314e+01,8.821200276355004632e+01,1.285595400501006509e+02,3.546696992409786517e-04,1.424415648389368402e-04,2.249667311250735696e-04,-3.131081562500000000e+05
-7.418444870248797507e+00,-1.801620796809802805e+00,1.681124276583009447e+01,1.166949409092473218e+02,8.866753993289114533e+01,1.287459297651758448e+02,4.098266169213507721e-04,1.491105178240052602e-04,2.105165491191034611e-04,-3.138237597656250000e+05
-7.545686770786473652e+00,1.731205553502029648e+00,2.307883659363627515e+01,1.816095843451041247e+01,8.902240628514320520e+01,1.284531329797461012e+02,3.586730958505013637e-04,1.306762386291988192e-04,2.125335577905865258e-04,-3.130929199218750000e+05
-7.534944677051220729e+00,2.995507593223430298e+00,5.596432031511907823e+00,3.555910215575583777e+01,8.895173198035222129e+01,1.284660510614901057e+02,3.775842294535727687e-04,1.702422416721115499e-04,2.252132796593374494e-04,-3.131113437500000000e+05
-7.548138003296307907e+00,3.253220950940637568e+00,1.029644532135451662e+01,3.068603601700268513e+01,8.880969405914412107e+01,1.284203855877833860e+02,4.359971507899741824e-04,1.339119775371056095e-04,2.102221238937425493e-04,-3.131115839843750000e+05
-7.546248014649417080e+00,2.714625806966342925e+00,7.760093930339292179e+00,3.362010754009692448e+01,8.865727707389442003e+01,1.284788468761413185e+02,3.806992183322731272e-04,1.553147346645042100e-04,2.277649221502026165e-04,-3.131038203125000000e+05
-7.543291660449752634e+00,1.264210926232603560e+00,2.327269194889862547e+01,1.845552442065289256e+01,8.896256339148736458e+01,1.283567823660084457e+02,3.625571988982826690e-04,1.481395867492517370e-04,2.211225200800450309e-04,-3.130896445312500000e+05
-7.557318088737451589e+00,2.867045460910488952e+00,1.994693647491155630e+00,3.878509936833897598e+01,8.872446681402342961e+01,1.285485028348583114e+02,3.854706776607025169e-04,1.373457864205492940e-04,2.257403628542381014e-04,-3.131053144531250000e+05
-7.547348964124834581e+00,1.233858764107749195e+00,2.399741823899409354e+01,1.745172722028349810e+01,8.866870869988112247e+01,1.283526379665350987e+02,3.937303711199935277e-04,1.539114461237502574e-04,2.306110809395582292e-04,-3.130891230468750000e+05
-7.539301939104531058e+00,2.108069360781331003e+00,2.016333849914027709e+01,2.101478947057944069e+01,8.851631692798248707e+01,1.285146555905117793e+02,3.724433894482180574e-04,1.328760377085305049e-04,2.232131861907924310e-04,-3.130963046875000000e+05
-7.555229213139115885e+00,1.888478601562910919e+00,2.219550342023360656e+01,1.954538140054858175e+01,8.897266171551105174e+01,1.283337932560577599e+02,3.890124491137304124e-04,1.449545440095333657e-04,2.210972664955131986e-04,-3.130955078125000000e+05
-7.545001649949771405e+00,2.908901992510985579e+00,1.435208568103101268e+00,3.992369347855380113e+01,8.876369131123206557e+01,1.285237566532389906e+02,3.572457743106293533e-04,1.604885639301135156e-04,2.263161596500486400e-04,-3.131055937500000000e+05
-7.543531633046458573e+00,2.760209005633870394e+00,8.107747919859736641e+00,3.281849959786219983e+01,8.831602452451382135e+01,1.286048572842501585e+02,3.559887388760147957e-04,1.532537103835009433e-04,2.313471147584462550e-04,-3.131041289062500000e+05
-7.546653627015538213e+00,2.704142089491969880e+00,1.842996303854778972e+00,3.920192467564642413e+01,8.837577446202904241e+01,1.284367964360877465e+02,3.384708543059865792e-04,1.852959080547115090e-04,2.367806251557900293e-04,-3.131057949218750000e+05
-7.536190249679899367e+00,1.061896797513067314e+00,2.189415853137393952e+01,2.196249685499286386e+01,8.909511413086505627e+01,1.284044421796087363e+02,3.606689672899315532e-04,1.379641852445959984e-04,2.132560643485714670e-04,-3.131106132812500000e+05
-7.539399904657693163e+00,2.767147211451032707e+00,1.095331582433555795e+01,3.017866773631721600e+01,8.872978690511523325e+01,1.285241793368842025e+02,3.851822153802635096e-04,1.531592964690081313e-04,2.229345654415585830e-04,-3.131058359375000000e+05
-7.561172702088978070e+00,2.943072788224619707e+00,6.505949455835912332e+00,3.436457171593212223e+01,8.858665678393565202e+01,1.284486467562947212e+02,3.956693576168660476e-04,1.500506319521493440e-04,2.257879329084188356e-04,-3.131075351562500000e+05
-7.549857432618298780e+00,3.150293126581562131e+00,5.766773734678655394e+00,3.469147291434062197e+01,8.834039483435834939e+01,1.284886663419303545e+02,3.339933014264755075e-04,1.988291724103670194e-04,2.557328109643044415e-04,-3.131112636718750000e+05
-7.546577370818544850e+00,1.091199012758848452e+00,2.371222049540000398e+01,1.764535403623525056e+01,8.883071970749227830e+01,1.283226003398360717e+02,4.016681738569351863e-04,1.440195838338852402e-04,2.169040805144183972e-04,-3.130926875000000000e+05
-7.541841172161311668e+00,1.937725560489983234e+00,2.293143312230865760e+01,1.862433686003758737e+01,8.878908811934903156e+01,1.283917179487151827e+02,4.084612912070239264e-04,1.447392579502582513e-04,2.200222424344507445e-04,-3.130907929687500000e+05
-7.532665986979814043e+00,1.709687445554481267e+00,2.247332203522131522e+01,1.957285916959328986e+01,8.892585890609771582e+01,1.283517378399633628e+02,3.911977708631336629e-04,1.449915305773274293e-04,2.226732539165805790e-04,-3.130926054687500000e+05
-7.543837285392442027e+00,1.190051902558094010e+00,2.280729320456844178e+01,2.001732715170749088e+01,8.910741102024080362e+01,1.283922442671784836e+02,3.506604471729960946e-04,1.449528784621529319e-04,2.304367294001704854e-04,-3.130957363281250000e+05
-7.552983525120594344e+00,1.491133966704844438e+00,2.278939902687121233e+01,1.916057706743216471e+01,8.902716201543411501e+01,1.283792974379232135e+02,3.474672590191997101e-04,1.527515511324496701e-04,2.318751771581004572e-04,-3.130938808593750000e+05
-7.546495310680475299e+00,2.963100455902401009e+00,5.742520728210010361e+00,3.490949965610176520e+01,8.831881095031536688e+01,1.286691946839453067e+02,3.460298536067838663e-04,1.376082288789161735e-04,2.367363214866715715e-04,-3.131074511718750000e+05
-7.540262161442750966e+00,2.638390411406789315e+00,9.145593863034058302e+00,3.242287189793588453e+01,8.845029025458639182e+01,1.285533477401461937e+02,3.903585733441052572e-04,1.471159275680173663e-04,2.275764957650632295e-04,-3.131049531250000000e+05
-7.550138431252321425e+00,2.802836503749781105e+00,7.785274602985228221e+00,3.309630858669084574e+01,8.829674617984876761e+01,1.285340500796900187e+02,3.650891159905150177e-04,1.470298854019907835e-04,2.282033149322154619e-04,-3.131042050781250000e+05
-7.542869977584507168e+00,1.243785398617593296e+00,2.386419687257326316e+01,1.778973158681433020e+01,8.936390568902675113e+01,1.283422284905946924e+02,3.346440139530889452e-04,1.574357594527242728e-04,2.137652531487754717e-04,-3.130999414062500000e+05
-7.556744168039055687e+00,1.944732325501522752e+00,2.203788383547639995e+01,1.922370078295621099e+01,8.883229968884350569e+01,1.284260634162319263e+02,3.885776023855127582e-04,1.381237246207659298e-04,2.252118633518627479e-04,-3.130922832031250000e+05
-7.546136680973275723e+00,2.747216526187127084e+00,9.675558489915248472e+00,3.180446882774310779e+01,8.862239763223671218e+01,1.285162820973383191e+02,3.627886985984082988e-04,1.517285306161173777e-04,2.366615887559598002e-04,-3.131050585937500000e+05
-7.553287253646058907e+00,2.895152131267674456e+00,1.252990149311144741e+01,2.868778137443462839e+01,8.895637631256883537e+01,1.283961878995237385e+02,3.674840791529256491e-04,1.461392561302525235e-04,2.324946870923246596e-04,-3.131092500000000000e+05
-7.560981322392930082e+00,2.840231437613897292e+00,1.007279317064661228e+01,3.083172234464736405e+01,8.862521567900579100e+01,1.284110701702936979e+02,3.952312746517060117e-04,1.454341248418891360e-04,2.227421342074282682e-04,-3.131079277343750000e+05
-7.561230221173785182e+00,2.867450493421786817e+00,6.681495845906861852e+00,3.388894925733301733e+01,8.901072937719209222e+01,1.285925004042488524e+02,3.904082620365836951e-04,1.371404273695017988e-04,2.164253103878413401e-04,-3.131114843750000000e+05
-7.544135974572570014e+00,3.025415647541962461e+00,7.944620426718153716e+00,3.283521422500418652e+01,8.828232734523717795e+01,1.284035194018701702e+02,3.589381549169024378e-04,1.919268719934011022e-04,2.487224350489300895e-04,-3.131073203125000000e+05
-7.536528185032051574e+00,1.586311418557526443e+00,2.320265905831827169e+01,1.864727031275899094e+01,8.897737487986707094e+01,1.284118951493958605e+02,3.628543083178398113e-04,1.315946174958287896e-04,2.102177057223644004e-04,-3.130906425781250000e+05
-7.547538896706254441e+00,1.165074108585399504e+00,2.319477702370446437e+01,1.822795848512498651e+01,8.892422487496402539e+01,1.283549071865884912e+02,3.703151244131830107e-04,1.504949776437702598e-04,2.189067326878750737e-04,-3.130928027343750000e+05
-7.545827037147388339e+00,2.462987967292737057e+00,1.965446366351732621e+01,2.188343252673257666e+01,8.878444503455079939e+01,1.284812365612312419e+02,3.749642897278741621e-04,1.374795598529743128e-04,2.268825278394887251e-04,-3.130994062500000000e+05
-7.548805127351019273e+00,3.144345140467067701e+00,8.140939081813394651e+00,3.241749868625466746e+01,8.869657170490182807e+01,1.284914783485323255e+02,3.858028166747352471e-04,1.565343616118983054e-04,2.293039449839085712e-04,-3.131056328125000000e+05
-7.562417259930240832e+00,2.896671012435489967e+00,6.589186826587750900e+00,3.411626468447426674e+01,8.871913821273010115e+01,1.285118803804464562e+02,3.903273774307086945e-04,1.480494926141614901e-04,2.300841734410983446e-04,-3.131073007812500000e+05
-7.530119455260510186e+00,2.559533016399829108e+00,1.075527051132949019e+01,3.104818205534123976e+01,8.851534714011144445e+01,1.285125479802826476e+02,3.580999351243260788e-04,1.675304413284698800e-04,2.324442210371610400e-04,-3.131091640625000000e+05
-7.547874953061689318e+00,1.807300983649817949e+00,1.877887254850985599e+01,2.350827314776018540e+01,8.847148152261195264e+01,1.284471706312501453e+02,4.087543824060001999e-04,1.466285719435076297e-04,2.190787370108056211e-04,-3.131079687500000000e+05
-7.556403365096168834e+00,2.647345380250688329e+00,5.116540392270234605e-01,4.058910523677996451e+01,8.846742490621403476e+01,1.286141924458381425e+02,3.908681691080390401e-04,1.429387862025133357e-04,2.342095486681971725e-04,-3.131073203125000000e+05
-7.537771294845679648e+00,2.002629965105850118e+00,2.265183751190843964e+01,1.911068737950596841e+01,8.901453216423585957e+01,1.283836192858606751e+02,3.842160241569922657e-04,1.420924959366190769e-04,2.123865291997040054e-04,-3.130945878906250000e+05
-7.546646085168123186e+00,3.168127233156407208e+00,2.025502541323991323e+00,3.845387167312135546e+01,8.854448326223794652e+01,1.285264370254865867e+02,3.613261079682423410e-04,1.557038612887814890e-04,2.303944919184710487e-04,-3.131052968750000000e+05
-7.534715300810925775e+00,3.816633142365383202e-01,2.426215663727638017e+01,1.857327547307212612e+01,8.911750145813567769e+01,1.282970979481412428e+02,3.338006205774316014e-04,1.476800122014015871e-04,2.353407702238245866e-04,-3.130969453125000000e+05
-7.557263674157282729e+00,3.206457485456545520e+00,3.070627276940715689e+00,3.767992569980793860e+01,8.842260981698058231e+01,1.285896960480478128e+02,3.858998826142795002e-04,1.521002611910896550e-04,2.248140946021823900e-04,-3.131101171875000000e+05
-7.556946477390274808e+00,3.127767519361060344e+00,1.045389105874829028e+00,3.934492479253556496e+01,8.851302051495476064e+01,1.286192576875512259e+02,3.697234658505179619e-04,1.474273539271696320e-04,2.296491065705024055e-04,-3.131074941406250000e+05
-7.534771955302815627e+00,1.639180023383479456e+00,2.273029230768342757e+01,1.886280473308944750e+01,8.893885855051823341e+01,1.283699667603443686e+02,3.873211360284993239e-04,1.440932791565693654e-04,2.155459325462221929e-04,-3.130922851562500000e+05
-7.537279571952536728e+00,1.421326040937555657e+00,2.190530033337277160e+01,2.020261856741199225e+01,8.897126696704739857e+01,1.283659888942678720e+02,3.934090513959011531e-04,1.442890757309673146e-04,2.014182147102624564e-04,-3.130930781250000000e+05
-7.547702345399289747e+00,3.047115378182781331e+00,8.013611721581444414e+00,3.293984853342155361e+01,8.937711884296743392e+01,1.284124588894152907e+02,3.802250522847086121e-04,1.499156278500131671e-04,1.970635582429160117e-04,-3.131135000000000000e+05
