m_disk,sb_law,scale_factor,r_in,d_r,inc,pa,mar_starflux,aug_starflux,jun_starflux,lnprob
-7.550723404819318141e+00,2.899182796290526554e+00,3.702084969632345179e-02,8.925850716801249973e+00,3.197680175999153818e+01,9.095580682787404214e+01,1.284711761056967134e+02,3.387387319593797123e-04,7.999701680879319464e-05,2.409286050919678046e-04,-3.096089511718750000e+05
-7.542814302541959393e+00,2.606551500123410747e+00,3.491585891075230097e-02,2.026739908265713197e+01,2.115301216598340162e+01,9.157479607398090593e+01,1.285739651080589567e+02,4.087077935772093868e-04,5.311640822999383338e-05,2.851614198736221743e-04,-3.096065000000000000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.526204773033994933e+00,2.512715946276856016e+00,3.858958908624166018e-02,1.731915403279958454e+01,2.466698336905257349e+01,9.096427302735700948e+01,1.284940886300276190e+02,3.623386154301758686e-04,1.540284606178257383e-04,2.690662913134972932e-04,-3.096093339843750000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.548489719272877707e+00,2.653256757722100456e+00,2.976027178697502468e-02,5.142173511265983876e+00,3.613944153621010003e+01,9.178025891727743613e+01,1.284414604595112053e+02,3.397969788062090010e-04,8.972465149648671979e-05,2.221875568072982589e-04,-3.095996367187500000e+05
-7.552053975198211866e+00,3.170938097871093930e+00,3.811131161813727936e-02,1.288723806517113246e+01,2.762691298169985288e+01,9.133682620978542843e+01,1.284637115414264201e+02,3.744488377003451704e-04,1.025903815271095255e-04,2.613901168922946341e-04,-3.096053515625000000e+05
-7.535821860282109874e+00,2.827264525329786338e+00,4.375838859498426547e-02,1.333859330891005257e+01,2.799098116050672758e+01,9.090838086648383864e+01,1.285236707256880493e+02,3.447201802727132810e-04,8.808846296336530406e-05,2.564393476648676681e-04,-3.096134394531250000e+05
-7.546760428876123861e+00,3.175199485321135384e+00,3.388790098840364223e-02,1.323862322760566812e+01,2.746396196889925179e+01,9.152389651240585522e+01,1.285073959823206451e+02,3.767519953717531045e-04,5.744844844617660569e-05,2.022049082607193919e-04,-3.096056210937500000e+05
-7.548919362574380898e+00,2.631492473299505086e+00,3.728046712885228764e-02,1.533835344670096745e+01,2.570187341772323464e+01,9.123023570861647613e+01,1.285759346014169182e+02,3.457394530552083847e-04,1.087849504523566641e-04,1.852821854415387989e-04,-3.096092421875000000e+05
-7.533349241232217608e+00,2.860706477933544267e+00,3.866724912318668383e-02,9.246139602224264564e+00,3.165048328548949996e+01,9.169863599768733309e+01,1.285032361465731583e+02,3.707588300614388576e-04,4.262989635318915655e-05,2.600262016344241168e-04,-3.096140253906250000e+05
-7.541747218482374393e+00,2.520497252857708759e+00,4.017676373015007657e-02,1.725249775851025902e+01,2.425718308566312231e+01,9.122748501649672903e+01,1.285265019431337521e+02,4.005892585517274685e-04,8.917315549494799420e-05,2.553136862560915175e-04,-3.096079511718750000e+05
-7.545360894261303741e+00,2.853278980562119926e+00,4.293807311915405489e-02,1.856961431649020255e+01,2.207418189384026874e+01,9.177177829300727296e+01,1.285351228448522534e+02,3.674820125312377962e-04,1.533433244326455830e-04,2.548257261534794425e-04,-3.096148906250000000e+05
-7.545298981811298766e+00,2.958722178564120231e+00,3.642765858854189048e-02,1.469336518956474613e+01,2.640019427162991050e+01,9.116117759391924835e+01,1.285131544056245900e+02,3.589608117872703993e-04,1.038472219346830847e-04,2.670121189455187016e-04,-3.096043691406250000e+05
-7.546810128621077141e+00,2.498187725889043698e+00,3.702948542670272958e-02,1.900456501416585908e+01,2.304876489735530143e+01,8.987197154942258237e+01,1.285404141983466673e+02,3.517227049900600953e-04,1.379657972873450157e-04,3.047273319175239272e-04,-3.096196601562500000e+05
-7.543333068666482788e+00,2.764971995712340647e+00,3.650590442262540564e-02,2.115513858218738363e+01,1.980749252296576302e+01,9.101806211463227214e+01,1.286322044854115063e+02,3.374944972272319677e-04,8.776825411507017678e-05,2.605706237495169423e-04,-3.096045214843750000e+05
-7.547854766240406299e+00,2.973704227108411757e+00,3.803415644893388264e-02,1.300213530522088412e+01,2.792478876206370941e+01,9.125587066896790134e+01,1.285241863897209100e+02,3.677240773039735979e-04,6.407019995496587579e-05,2.306098255209500475e-04,-3.096078183593750000e+05
-7.536930379819595238e+00,3.019357193738311462e+00,4.058406066784558952e-02,1.342383106140932725e+01,2.800514918663733610e+01,9.110437666475446861e+01,1.284663279870776762e+02,3.167069985369365534e-04,1.489310413135719086e-04,2.543650340823048984e-04,-3.096123691406250000e+05
-7.535066572602968193e+00,2.523116077372968835e+00,4.458287692089552695e-02,1.587448055647903900e+01,2.595732796868105297e+01,9.070276495914795589e+01,1.285362632823453168e+02,3.297267202932261808e-04,1.198013404553863631e-04,2.544792449498932689e-04,-3.096179589843750000e+05
-7.549104174065480066e+00,3.143355222123747517e+00,3.736647158122913953e-02,7.763375273978676105e+00,3.274532129337230657e+01,9.127872488404901219e+01,1.284533324047114036e+02,3.452929001292079597e-04,8.498785727080714883e-05,2.509384163534291931e-04,-3.096056894531250000e+05
-7.543090936968767757e+00,2.864777083697972682e+00,4.124135987955637045e-02,1.293353421230237821e+01,2.817550945961692932e+01,9.098608100390946163e+01,1.284852075486231513e+02,3.626993298158556886e-04,9.768929165147928625e-05,2.612505981070059602e-04,-3.096087050781250000e+05
-7.548260482798146320e+00,3.342898995527171735e+00,3.851986392676286231e-02,9.975066492605849433e+00,2.997944827867087270e+01,8.891865917274128606e+01,1.285470821110791348e+02,3.191512219591482666e-04,1.853338435271814633e-04,2.498183032174534370e-04,-3.096159082031250000e+05
-7.553553133565054090e+00,2.744628228636257994e+00,3.530904470834433928e-02,6.799549642824448625e+00,3.389441382545597037e+01,9.165374654144338251e+01,1.284796684980520070e+02,3.727060510491970883e-04,6.492827752753679870e-05,2.120431960352097962e-04,-3.096086621093750000e+05
-7.557318255959848408e+00,2.487759408120691518e+00,4.078888442290108662e-02,2.223003396284004651e+01,1.826173352748894629e+01,9.078397353392104208e+01,1.286350278725437022e+02,3.825324519357280336e-04,7.176410186675563066e-05,2.241294652425525943e-04,-3.096063750000000000e+05
-7.552730957737336936e+00,3.035314901520924646e+00,3.688723677049449146e-02,1.352784799049845965e+01,2.706577213632937173e+01,9.118807504947541531e+01,1.285074924595934363e+02,3.698438083635541165e-04,8.549622610638755592e-05,2.716585596505097255e-04,-3.096077128906250000e+05
-7.551137794605950582e+00,2.752369548456502280e+00,3.890693851407791420e-02,1.453444589169947321e+01,2.659848969057901513e+01,9.091944202397552033e+01,1.284720178766714298e+02,3.577776777857640238e-04,1.271526933029011510e-04,2.947861804048823369e-04,-3.096120000000000000e+05
-7.550723404819318141e+00,2.899182796290526554e+00,3.702084969632345179e-02,8.925850716801249973e+00,3.197680175999153818e+01,9.095580682787404214e+01,1.284711761056967134e+02,3.387387319593797123e-04,7.999701680879319464e-05,2.409286050919678046e-04,-3.096089511718750000e+05
-7.542814302541959393e+00,2.606551500123410747e+00,3.491585891075230097e-02,2.026739908265713197e+01,2.115301216598340162e+01,9.157479607398090593e+01,1.285739651080589567e+02,4.087077935772093868e-04,5.311640822999383338e-05,2.851614198736221743e-04,-3.096065000000000000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.526204773033994933e+00,2.512715946276856016e+00,3.858958908624166018e-02,1.731915403279958454e+01,2.466698336905257349e+01,9.096427302735700948e+01,1.284940886300276190e+02,3.623386154301758686e-04,1.540284606178257383e-04,2.690662913134972932e-04,-3.096093339843750000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.548489719272877707e+00,2.653256757722100456e+00,2.976027178697502468e-02,5.142173511265983876e+00,3.613944153621010003e+01,9.178025891727743613e+01,1.284414604595112053e+02,3.397969788062090010e-04,8.972465149648671979e-05,2.221875568072982589e-04,-3.095996367187500000e+05
-7.552550549404227986e+00,3.397804227588929749e+00,3.768007808462427166e-02,1.199444364722439005e+01,2.818432326036167979e+01,9.156305040883850666e+01,1.284592094685119434e+02,3.834846850735360566e-04,8.927749259340883147e-05,2.432892928157887004e-04,-3.096082246093750000e+05
-7.535787286168837973e+00,2.813341800014080185e+00,4.379613044296929575e-02,1.345467630001746606e+01,2.789788847840559427e+01,9.089896857515830675e+01,1.285242471636364883e+02,3.440338383688543102e-04,8.954015435044327450e-05,2.563496218356731311e-04,-3.096136132812500000e+05
-7.546760428876123861e+00,3.175199485321135384e+00,3.388790098840364223e-02,1.323862322760566812e+01,2.746396196889925179e+01,9.152389651240585522e+01,1.285073959823206451e+02,3.767519953717531045e-04,5.744844844617660569e-05,2.022049082607193919e-04,-3.096056210937500000e+05
-7.548919362574380898e+00,2.631492473299505086e+00,3.728046712885228764e-02,1.533835344670096745e+01,2.570187341772323464e+01,9.123023570861647613e+01,1.285759346014169182e+02,3.457394530552083847e-04,1.087849504523566641e-04,1.852821854415387989e-04,-3.096092421875000000e+05
-7.537720618590661559e+00,2.894759419969028080e+00,3.847646064910781316e-02,1.037804448434486027e+01,3.052770995084721406e+01,9.156520447197728174e+01,1.285095497007877157e+02,3.698442785726117335e-04,4.909113492746041422e-05,2.511612980589029336e-04,-3.096102734375000000e+05
-7.541747218482374393e+00,2.520497252857708759e+00,4.017676373015007657e-02,1.725249775851025902e+01,2.425718308566312231e+01,9.122748501649672903e+01,1.285265019431337521e+02,4.005892585517274685e-04,8.917315549494799420e-05,2.553136862560915175e-04,-3.096079511718750000e+05
-7.546330499624525068e+00,2.928416158191052610e+00,4.149488558963086021e-02,1.577052157429678658e+01,2.483828036756996127e+01,9.164406482922959185e+01,1.285139370255789117e+02,3.617344639867443195e-04,1.356375073329829726e-04,2.538188133316204788e-04,-3.096109199218750000e+05
-7.545298981811298766e+00,2.958722178564120231e+00,3.642765858854189048e-02,1.469336518956474613e+01,2.640019427162991050e+01,9.116117759391924835e+01,1.285131544056245900e+02,3.589608117872703993e-04,1.038472219346830847e-04,2.670121189455187016e-04,-3.096043691406250000e+05
-7.550033396221026649e+00,2.494988939111814297e+00,3.818264512767227670e-02,1.999394677760756167e+01,2.158038879027297696e+01,9.015171943912287134e+01,1.285694360383681669e+02,3.611733003141376049e-04,1.176590601274737121e-04,2.800047068575927875e-04,-3.096079003906250000e+05
-7.543664636804681578e+00,2.757788803307765768e+00,3.607216612528866412e-02,2.012551888892572549e+01,2.085762260561472914e+01,9.106707070452607411e+01,1.286199398108450396e+02,3.376425447853567230e-04,8.789404876102303345e-05,2.581026260091574516e-04,-3.096044589843750000e+05
-7.547854766240406299e+00,2.973704227108411757e+00,3.803415644893388264e-02,1.300213530522088412e+01,2.792478876206370941e+01,9.125587066896790134e+01,1.285241863897209100e+02,3.677240773039735979e-04,6.407019995496587579e-05,2.306098255209500475e-04,-3.096078183593750000e+05
-7.537256157372913101e+00,3.078070835327437305e+00,3.966863240723549067e-02,1.341504028004279725e+01,2.803571810027951017e+01,9.116291722686509047e+01,1.284498212313826855e+02,3.089189480876465164e-04,1.658572291472885409e-04,2.537994337553244376e-04,-3.096145664062500000e+05
-7.535066572602968193e+00,2.523116077372968835e+00,4.458287692089552695e-02,1.587448055647903900e+01,2.595732796868105297e+01,9.070276495914795589e+01,1.285362632823453168e+02,3.297267202932261808e-04,1.198013404553863631e-04,2.544792449498932689e-04,-3.096179589843750000e+05
-7.549156604555635752e+00,3.106771761628446704e+00,3.741252340945639548e-02,8.453473820373517356e+00,3.211535042989309119e+01,9.121513465696176581e+01,1.284598834435401216e+02,3.461889368418453517e-04,8.683129930404875853e-05,2.525784545822284065e-04,-3.096059648437500000e+05
-7.542076696606531350e+00,2.821624469578905003e+00,4.345247898685590526e-02,1.212517580695097941e+01,2.899098036159512048e+01,9.090565237064210180e+01,1.284723704767383197e+02,3.644165756826524293e-04,9.486071619831882760e-05,2.586041088375284056e-04,-3.096117734375000000e+05
-7.548260482798146320e+00,3.342898995527171735e+00,3.851986392676286231e-02,9.975066492605849433e+00,2.997944827867087270e+01,8.891865917274128606e+01,1.285470821110791348e+02,3.191512219591482666e-04,1.853338435271814633e-04,2.498183032174534370e-04,-3.096159082031250000e+05
-7.553553133565054090e+00,2.744628228636257994e+00,3.530904470834433928e-02,6.799549642824448625e+00,3.389441382545597037e+01,9.165374654144338251e+01,1.284796684980520070e+02,3.727060510491970883e-04,6.492827752753679870e-05,2.120431960352097962e-04,-3.096086621093750000e+05
-7.557318255959848408e+00,2.487759408120691518e+00,4.078888442290108662e-02,2.223003396284004651e+01,1.826173352748894629e+01,9.078397353392104208e+01,1.286350278725437022e+02,3.825324519357280336e-04,7.176410186675563066e-05,2.241294652425525943e-04,-3.096063750000000000e+05
-7.552730957737336936e+00,3.035314901520924646e+00,3.688723677049449146e-02,1.352784799049845965e+01,2.706577213632937173e+01,9.118807504947541531e+01,1.285074924595934363e+02,3.698438083635541165e-04,8.549622610638755592e-05,2.716585596505097255e-04,-3.096077128906250000e+05
-7.551137794605950582e+00,2.752369548456502280e+00,3.890693851407791420e-02,1.453444589169947321e+01,2.659848969057901513e+01,9.091944202397552033e+01,1.284720178766714298e+02,3.577776777857640238e-04,1.271526933029011510e-04,2.947861804048823369e-04,-3.096120000000000000e+05
-7.550723404819318141e+00,2.899182796290526554e+00,3.702084969632345179e-02,8.925850716801249973e+00,3.197680175999153818e+01,9.095580682787404214e+01,1.284711761056967134e+02,3.387387319593797123e-04,7.999701680879319464e-05,2.409286050919678046e-04,-3.096089511718750000e+05
-7.542814302541959393e+00,2.606551500123410747e+00,3.491585891075230097e-02,2.026739908265713197e+01,2.115301216598340162e+01,9.157479607398090593e+01,1.285739651080589567e+02,4.087077935772093868e-04,5.311640822999383338e-05,2.851614198736221743e-04,-3.096065000000000000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.526204773033994933e+00,2.512715946276856016e+00,3.858958908624166018e-02,1.731915403279958454e+01,2.466698336905257349e+01,9.096427302735700948e+01,1.284940886300276190e+02,3.623386154301758686e-04,1.540284606178257383e-04,2.690662913134972932e-04,-3.096093339843750000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.548489719272877707e+00,2.653256757722100456e+00,2.976027178697502468e-02,5.142173511265983876e+00,3.613944153621010003e+01,9.178025891727743613e+01,1.284414604595112053e+02,3.397969788062090010e-04,8.972465149648671979e-05,2.221875568072982589e-04,-3.095996367187500000e+05
-7.552550549404227986e+00,3.397804227588929749e+00,3.768007808462427166e-02,1.199444364722439005e+01,2.818432326036167979e+01,9.156305040883850666e+01,1.284592094685119434e+02,3.834846850735360566e-04,8.927749259340883147e-05,2.432892928157887004e-04,-3.096082246093750000e+05
-7.535787286168837973e+00,2.813341800014080185e+00,4.379613044296929575e-02,1.345467630001746606e+01,2.789788847840559427e+01,9.089896857515830675e+01,1.285242471636364883e+02,3.440338383688543102e-04,8.954015435044327450e-05,2.563496218356731311e-04,-3.096136132812500000e+05
-7.546760428876123861e+00,3.175199485321135384e+00,3.388790098840364223e-02,1.323862322760566812e+01,2.746396196889925179e+01,9.152389651240585522e+01,1.285073959823206451e+02,3.767519953717531045e-04,5.744844844617660569e-05,2.022049082607193919e-04,-3.096056210937500000e+05
-7.548912138208031308e+00,2.631666109564561040e+00,3.727880591768875651e-02,1.534493499604241862e+01,2.569521338557539281e+01,9.123001138410999999e+01,1.285759951011971509e+02,3.457283211647537075e-04,1.087562289673926942e-04,1.853823013302512731e-04,-3.096092382812500000e+05
-7.537720618590661559e+00,2.894759419969028080e+00,3.847646064910781316e-02,1.037804448434486027e+01,3.052770995084721406e+01,9.156520447197728174e+01,1.285095497007877157e+02,3.698442785726117335e-04,4.909113492746041422e-05,2.511612980589029336e-04,-3.096102734375000000e+05
-7.541747218482374393e+00,2.520497252857708759e+00,4.017676373015007657e-02,1.725249775851025902e+01,2.425718308566312231e+01,9.122748501649672903e+01,1.285265019431337521e+02,4.005892585517274685e-04,8.917315549494799420e-05,2.553136862560915175e-04,-3.096079511718750000e+05
-7.546753421015649721e+00,2.940981737538077567e+00,4.053467536968657220e-02,1.500240806981583219e+01,2.569465969800778282e+01,9.153635689114724983e+01,1.285167808032329617e+02,3.633963357157637161e-04,1.157805184833943810e-04,2.473792723030267433e-04,-3.096081914062500000e+05
-7.545298981811298766e+00,2.958722178564120231e+00,3.642765858854189048e-02,1.469336518956474613e+01,2.640019427162991050e+01,9.116117759391924835e+01,1.285131544056245900e+02,3.589608117872703993e-04,1.038472219346830847e-04,2.670121189455187016e-04,-3.096043691406250000e+05
-7.550033396221026649e+00,2.494988939111814297e+00,3.818264512767227670e-02,1.999394677760756167e+01,2.158038879027297696e+01,9.015171943912287134e+01,1.285694360383681669e+02,3.611733003141376049e-04,1.176590601274737121e-04,2.800047068575927875e-04,-3.096079003906250000e+05
-7.543664636804681578e+00,2.757788803307765768e+00,3.607216612528866412e-02,2.012551888892572549e+01,2.085762260561472914e+01,9.106707070452607411e+01,1.286199398108450396e+02,3.376425447853567230e-04,8.789404876102303345e-05,2.581026260091574516e-04,-3.096044589843750000e+05
-7.544710196393779711e+00,2.689702171021103982e+00,3.827126794001151772e-02,1.367694431830453006e+01,2.775098934905098247e+01,9.105016522776824672e+01,1.285676987198332881e+02,3.571698565855820962e-04,4.718992895850046738e-05,2.221189158823131228e-04,-3.096145136718750000e+05
-7.537256157372913101e+00,3.078070835327437305e+00,3.966863240723549067e-02,1.341504028004279725e+01,2.803571810027951017e+01,9.116291722686509047e+01,1.284498212313826855e+02,3.089189480876465164e-04,1.658572291472885409e-04,2.537994337553244376e-04,-3.096145664062500000e+05
-7.535066572602968193e+00,2.523116077372968835e+00,4.458287692089552695e-02,1.587448055647903900e+01,2.595732796868105297e+01,9.070276495914795589e+01,1.285362632823453168e+02,3.297267202932261808e-04,1.198013404553863631e-04,2.544792449498932689e-04,-3.096179589843750000e+05
-7.549156604555635752e+00,3.106771761628446704e+00,3.741252340945639548e-02,8.453473820373517356e+00,3.211535042989309119e+01,9.121513465696176581e+01,1.284598834435401216e+02,3.461889368418453517e-04,8.683129930404875853e-05,2.525784545822284065e-04,-3.096059648437500000e+05
-7.542076696606531350e+00,2.821624469578905003e+00,4.345247898685590526e-02,1.212517580695097941e+01,2.899098036159512048e+01,9.090565237064210180e+01,1.284723704767383197e+02,3.644165756826524293e-04,9.486071619831882760e-05,2.586041088375284056e-04,-3.096117734375000000e+05
-7.548260482798146320e+00,3.342898995527171735e+00,3.851986392676286231e-02,9.975066492605849433e+00,2.997944827867087270e+01,8.891865917274128606e+01,1.285470821110791348e+02,3.191512219591482666e-04,1.853338435271814633e-04,2.498183032174534370e-04,-3.096159082031250000e+05
-7.553553133565054090e+00,2.744628228636257994e+00,3.530904470834433928e-02,6.799549642824448625e+00,3.389441382545597037e+01,9.165374654144338251e+01,1.284796684980520070e+02,3.727060510491970883e-04,6.492827752753679870e-05,2.120431960352097962e-04,-3.096086621093750000e+05
-7.557318255959848408e+00,2.487759408120691518e+00,4.078888442290108662e-02,2.223003396284004651e+01,1.826173352748894629e+01,9.078397353392104208e+01,1.286350278725437022e+02,3.825324519357280336e-04,7.176410186675563066e-05,2.241294652425525943e-04,-3.096063750000000000e+05
-7.552730957737336936e+00,3.035314901520924646e+00,3.688723677049449146e-02,1.352784799049845965e+01,2.706577213632937173e+01,9.118807504947541531e+01,1.285074924595934363e+02,3.698438083635541165e-04,8.549622610638755592e-05,2.716585596505097255e-04,-3.096077128906250000e+05
-7.547523750435889411e+00,2.766724539444581854e+00,4.005802452919662165e-02,1.428023053369911288e+01,2.690441340854370011e+01,9.091462186126611300e+01,1.284843144693762156e+02,3.545418994451028628e-04,1.182973920157006991e-04,2.857368762086487986e-04,-3.096112753906250000e+05
-7.550723404819318141e+00,2.899182796290526554e+00,3.702084969632345179e-02,8.925850716801249973e+00,3.197680175999153818e+01,9.095580682787404214e+01,1.284711761056967134e+02,3.387387319593797123e-04,7.999701680879319464e-05,2.409286050919678046e-04,-3.096089511718750000e+05
-7.545876653161430525e+00,2.559226490501457452e+00,3.630163463826120707e-02,2.015140019512468328e+01,2.133430598600067185e+01,9.097112478114968326e+01,1.285720438697443058e+02,3.885435885728468017e-04,8.049550023342238721e-05,2.829739342970238099e-04,-3.096029628906250000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.524654712822685276e+00,2.490958749912387749e+00,3.881308207668313776e-02,1.707000921935588877e+01,2.500517263716383098e+01,9.095514680556698295e+01,1.284829157531659405e+02,3.645310951072799855e-04,1.598997733476381199e-04,2.700396288825400318e-04,-3.096111464843750000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.546545781199438530e+00,2.618177565918532235e+00,2.762999558986720811e-02,4.505876266317214274e+00,3.700134905375305294e+01,9.182882935018179182e+01,1.284267916892812593e+02,3.271625794062713163e-04,9.924443649925851875e-05,2.260821638841943365e-04,-3.096009531250000000e+05
-7.552550549404227986e+00,3.397804227588929749e+00,3.768007808462427166e-02,1.199444364722439005e+01,2.818432326036167979e+01,9.156305040883850666e+01,1.284592094685119434e+02,3.834846850735360566e-04,8.927749259340883147e-05,2.432892928157887004e-04,-3.096082246093750000e+05
-7.541463879893807842e+00,2.937931747730719412e+00,4.108565990283341574e-02,1.133117278309283726e+01,2.968861687281307127e+01,9.103321224743004336e+01,1.284969184188909423e+02,3.449488901399718008e-04,8.838997831952455028e-05,2.547483895404010286e-04,-3.096089042968750000e+05
-7.547691502758052451e+00,3.395678808024196194e+00,3.189727869620238160e-02,1.303956808485357222e+01,2.733361397209451837e+01,9.173903251770124712e+01,1.284800106470524099e+02,3.856448492959340182e-04,6.210715893119739251e-05,1.931613424501797476e-04,-3.096076816406250000e+05
-7.543339878225898687e+00,2.727059200321944488e+00,3.495203979732247612e-02,1.078093023446101739e+01,3.062272969740056894e+01,9.152568162529678375e+01,1.285368633689135152e+02,3.213315435883351014e-04,1.332776258336542188e-04,1.596975230218618356e-04,-3.096093105468750000e+05
-7.535600917582654823e+00,2.914859400175330961e+00,3.890052307843576418e-02,1.085714329681939816e+01,3.007696630031475848e+01,9.155335021419183761e+01,1.285135502790699320e+02,3.694611365378109159e-04,4.697081436009507068e-05,2.563985380315184472e-04,-3.096113417968750000e+05
-7.538826981487805945e+00,2.353733113381133446e+00,4.205477276894075550e-02,2.077647388804932760e+01,2.081377493100707099e+01,9.140224696963876738e+01,1.284858994293884109e+02,4.433823362238526107e-04,1.305507745487858966e-04,2.880296225101431815e-04,-3.096041679687500000e+05
-7.546753421015649721e+00,2.940981737538077567e+00,4.053467536968657220e-02,1.500240806981583219e+01,2.569465969800778282e+01,9.153635689114724983e+01,1.285167808032329617e+02,3.633963357157637161e-04,1.157805184833943810e-04,2.473792723030267433e-04,-3.096081914062500000e+05
-7.545298981811298766e+00,2.958722178564120231e+00,3.642765858854189048e-02,1.469336518956474613e+01,2.640019427162991050e+01,9.116117759391924835e+01,1.285131544056245900e+02,3.589608117872703993e-04,1.038472219346830847e-04,2.670121189455187016e-04,-3.096043691406250000e+05
-7.552170418280829800e+00,2.407260688964989903e+00,3.676726541570538020e-02,2.210735283320316213e+01,1.959004123017984966e+01,8.994922702589499863e+01,1.285955060493652127e+02,3.603022166557945491e-04,1.237822727990717589e-04,2.857525108815796733e-04,-3.096080898437500000e+05
-7.543664636804681578e+00,2.757788803307765768e+00,3.607216612528866412e-02,2.012551888892572549e+01,2.085762260561472914e+01,9.106707070452607411e+01,1.286199398108450396e+02,3.376425447853567230e-04,8.789404876102303345e-05,2.581026260091574516e-04,-3.096044589843750000e+05
-7.544710196393779711e+00,2.689702171021103982e+00,3.827126794001151772e-02,1.367694431830453006e+01,2.775098934905098247e+01,9.105016522776824672e+01,1.285676987198332881e+02,3.571698565855820962e-04,4.718992895850046738e-05,2.221189158823131228e-04,-3.096145136718750000e+05
-7.537256157372913101e+00,3.078070835327437305e+00,3.966863240723549067e-02,1.341504028004279725e+01,2.803571810027951017e+01,9.116291722686509047e+01,1.284498212313826855e+02,3.089189480876465164e-04,1.658572291472885409e-04,2.537994337553244376e-04,-3.096145664062500000e+05
-7.535329571070435328e+00,2.715927645655758838e+00,4.178608756386249096e-02,1.340500473052676611e+01,2.798496668323019421e+01,9.112141326133220787e+01,1.285250842027617466e+02,3.492835440218713711e-04,8.395499123151363408e-05,2.554238989810460824e-04,-3.096120000000000000e+05
-7.549156604555635752e+00,3.106771761628446704e+00,3.741252340945639548e-02,8.453473820373517356e+00,3.211535042989309119e+01,9.121513465696176581e+01,1.284598834435401216e+02,3.461889368418453517e-04,8.683129930404875853e-05,2.525784545822284065e-04,-3.096059648437500000e+05
-7.542076696606531350e+00,2.821624469578905003e+00,4.345247898685590526e-02,1.212517580695097941e+01,2.899098036159512048e+01,9.090565237064210180e+01,1.284723704767383197e+02,3.644165756826524293e-04,9.486071619831882760e-05,2.586041088375284056e-04,-3.096117734375000000e+05
-7.548260482798146320e+00,3.342898995527171735e+00,3.851986392676286231e-02,9.975066492605849433e+00,2.997944827867087270e+01,8.891865917274128606e+01,1.285470821110791348e+02,3.191512219591482666e-04,1.853338435271814633e-04,2.498183032174534370e-04,-3.096159082031250000e+05
-7.553553133565054090e+00,2.744628228636257994e+00,3.530904470834433928e-02,6.799549642824448625e+00,3.389441382545597037e+01,9.165374654144338251e+01,1.284796684980520070e+02,3.727060510491970883e-04,6.492827752753679870e-05,2.120431960352097962e-04,-3.096086621093750000e+05
-7.557383621906577531e+00,2.486640390036690018e+00,4.081617878295651369e-02,2.228357247200386126e+01,1.820393081013943615e+01,9.078050514491967249e+01,1.286354869111987682e+02,3.828186407475446962e-04,7.147645119603656511e-05,2.244307630743186215e-04,-3.096064511718750000e+05
-7.552730957737336936e+00,3.035314901520924646e+00,3.688723677049449146e-02,1.352784799049845965e+01,2.706577213632937173e+01,9.118807504947541531e+01,1.285074924595934363e+02,3.698438083635541165e-04,8.549622610638755592e-05,2.716585596505097255e-04,-3.096077128906250000e+05
-7.547523750435889411e+00,2.766724539444581854e+00,4.005802452919662165e-02,1.428023053369911288e+01,2.690441340854370011e+01,9.091462186126611300e+01,1.284843144693762156e+02,3.545418994451028628e-04,1.182973920157006991e-04,2.857368762086487986e-04,-3.096112753906250000e+05
