m_disk,sb_law,scale_factor,r_in,d_r,inc,pa,starflux,lnprob
-7.542645515666835720e+00,2.638853873952709428e+00,2.556144481150383202e-02,4.950207476682801477e+00,3.599254937839040736e+01,9.200117820658539358e+01,1.285001183940947556e+02,2.544533138038321740e-04,-3.131283007812500000e+05
-7.539040807502746411e+00,2.523256690375287103e+00,2.654766268689502315e-02,4.452460040873582159e+00,3.684704179857382655e+01,9.178493040329915686e+01,1.285555754036788301e+02,2.332708038167863741e-04,-3.131294843750000000e+05
-7.540621579680385267e+00,2.710344303613454464e+00,2.841467829249809396e-02,5.753732082869333908e+00,3.560349935972715940e+01,9.168175786338042599e+01,1.284996434623749906e+02,2.549726381648781577e-04,-3.131284902343750000e+05
-7.531425483743405813e+00,2.465594736803879083e+00,2.803377756959663653e-02,2.838501295037706651e+00,3.886603084960845678e+01,9.163560042968539676e+01,1.283077537885789070e+02,2.537609501660717005e-04,-3.131360566406250000e+05
-7.536537795619771885e+00,2.509190379115197711e+00,2.582573266215166738e-02,4.213309383681117737e+00,3.688116374350956050e+01,9.182332596980815254e+01,1.284979252513938377e+02,2.626360734212411572e-04,-3.131301796875000000e+05
-7.564572023972615078e+00,2.845163554634820624e+00,5.505405243179273267e-03,5.065764945178344192e+00,6.815935255979589158e+00,9.086479628552022803e+01,1.284130309779515926e+02,2.798784133351270905e-04,-3.168227675781250000e+05
-7.541096653566711439e+00,2.452392205052853491e+00,2.856135248442250030e-02,1.030525459053940551e+00,4.010534999741385320e+01,9.187958371534831770e+01,1.284748910655468990e+02,2.583800634665466369e-04,-3.131296152343750000e+05
-7.531478515651096828e+00,2.246673845682241932e+00,2.934614166903231486e-02,2.115586137002831180e+01,2.018857881896444439e+01,9.169967870541823629e+01,1.285539842978102172e+02,2.597137163106020999e-04,-3.131263886718750000e+05
-7.550356720752914974e+00,2.648723067167716216e+00,2.614953352038958817e-02,1.035444398068667837e+00,3.960587476950138353e+01,9.194245800695729542e+01,1.284535898612479912e+02,2.818358763601528229e-04,-3.131315371093750000e+05
-7.550209538114517116e+00,2.074480774407996719e+00,2.524466130730593227e-02,2.149359559510780571e+01,1.954990226377458740e+01,9.168125911897818980e+01,1.285377897588038820e+02,2.695475177310504406e-04,-3.131251953125000000e+05
-7.546430979463538691e+00,2.481362420990266049e+00,3.050985897698266572e-02,2.229845149783692637e+00,3.917601858617383215e+01,9.171310745919824114e+01,1.285546331864078695e+02,2.527535630415091248e-04,-3.131310429687500000e+05
-7.550757771824821774e+00,2.526614922822583154e+00,2.922706402355403424e-02,5.709174730161031164e+00,3.579939685879136135e+01,9.169638508317108005e+01,1.284857291501155601e+02,2.558385624373309608e-04,-3.131327812500000000e+05
-7.540172573704407633e+00,2.552422941611492302e+00,2.833053415615401777e-02,6.914344995377604164e+00,3.429764762814144063e+01,9.177781756654957235e+01,1.286359315720679319e+02,2.733705845981490167e-04,-3.131295585937500000e+05
-7.547569747007252694e+00,2.386636850508791596e+00,2.680208244652405869e-02,1.935235443690337576e+01,2.129261980936242082e+01,9.182231456109995804e+01,1.285277515336609042e+02,2.790931146704860575e-04,-3.131307109375000000e+05
-7.543530569471412761e+00,2.671651549469746811e+00,2.869063725956908645e-02,5.433757035879790642e+00,3.588594067350819472e+01,9.169977074006889950e+01,1.285737943395766365e+02,2.611258665205812724e-04,-3.131283925781250000e+05
-7.529764507608620150e+00,2.562562902925192176e+00,2.779266024393085149e-02,9.008642152824641869e-02,4.127273061816708122e+01,9.190862990340052363e+01,1.284999733514353011e+02,2.465850424258559173e-04,-3.131293828125000000e+05
-7.533110635315384052e+00,2.129406617494081555e+00,3.067087604846460702e-02,2.150332153395943635e+01,2.013559351972348210e+01,9.131740224636608616e+01,1.285255241258247452e+02,2.741339865078671755e-04,-3.131243457031250000e+05
-7.544570280394179207e+00,2.668123762410585353e+00,2.765246955916556004e-02,1.644513371013591296e+01,2.472619227803212283e+01,9.171847169198794347e+01,1.285209115442950178e+02,2.541517953158447976e-04,-3.131336894531250000e+05
-7.542714734342876426e+00,2.636408898951606350e+00,2.546386413439157698e-02,4.922726909224747871e+00,3.600585490158175617e+01,9.201210239262940149e+01,1.285001346367749022e+02,2.544355528939279193e-04,-3.131284882812500000e+05
-7.539040807502746411e+00,2.523256690375287103e+00,2.654766268689502315e-02,4.452460040873582159e+00,3.684704179857382655e+01,9.178493040329915686e+01,1.285555754036788301e+02,2.332708038167863741e-04,-3.131294843750000000e+05
-7.540621579680385267e+00,2.710344303613454464e+00,2.841467829249809396e-02,5.753732082869333908e+00,3.560349935972715940e+01,9.168175786338042599e+01,1.284996434623749906e+02,2.549726381648781577e-04,-3.131284902343750000e+05
-7.531425483743405813e+00,2.465594736803879083e+00,2.803377756959663653e-02,2.838501295037706651e+00,3.886603084960845678e+01,9.163560042968539676e+01,1.283077537885789070e+02,2.537609501660717005e-04,-3.131360566406250000e+05
-7.536537795619771885e+00,2.509190379115197711e+00,2.582573266215166738e-02,4.213309383681117737e+00,3.688116374350956050e+01,9.182332596980815254e+01,1.284979252513938377e+02,2.626360734212411572e-04,-3.131301796875000000e+05
-7.564572023972615078e+00,2.845163554634820624e+00,5.505405243179273267e-03,5.065764945178344192e+00,6.815935255979589158e+00,9.086479628552022803e+01,1.284130309779515926e+02,2.798784133351270905e-04,-3.168227675781250000e+05
-7.541096653566711439e+00,2.452392205052853491e+00,2.856135248442250030e-02,1.030525459053940551e+00,4.010534999741385320e+01,9.187958371534831770e+01,1.284748910655468990e+02,2.583800634665466369e-04,-3.131296152343750000e+05
-7.531497580795227798e+00,2.245304021731113320e+00,2.936161617891770367e-02,2.115992012763663865e+01,2.018795988618092707e+01,9.169521325110800092e+01,1.285536518483625628e+02,2.598821626174105479e-04,-3.131263046875000000e+05
-7.548965128362187471e+00,2.589397252102420666e+00,2.769517682167122602e-02,1.458834243462579172e+00,3.945349982939912792e+01,9.186115808076645806e+01,1.284894075863759326e+02,2.715268103938115341e-04,-3.131291445312500000e+05
-7.551245774011920986e+00,1.965396528764878248e+00,2.480221702325715455e-02,2.242127042241965995e+01,1.859873851241763987e+01,9.167442116159092791e+01,1.285408911974373893e+02,2.723765425822396720e-04,-3.131265546875000000e+05
-7.546430979463538691e+00,2.481362420990266049e+00,3.050985897698266572e-02,2.229845149783692637e+00,3.917601858617383215e+01,9.171310745919824114e+01,1.285546331864078695e+02,2.527535630415091248e-04,-3.131310429687500000e+05
-7.550757771824821774e+00,2.526614922822583154e+00,2.922706402355403424e-02,5.709174730161031164e+00,3.579939685879136135e+01,9.169638508317108005e+01,1.284857291501155601e+02,2.558385624373309608e-04,-3.131327812500000000e+05
-7.543561974288555128e+00,2.672417166084419815e+00,2.792768079974831258e-02,1.348466016537621215e+00,3.981043413706497347e+01,9.181009184249906241e+01,1.286680790270007435e+02,2.786406367837086372e-04,-3.131303437500000000e+05
-7.547569747007252694e+00,2.386636850508791596e+00,2.680208244652405869e-02,1.935235443690337576e+01,2.129261980936242082e+01,9.182231456109995804e+01,1.285277515336609042e+02,2.790931146704860575e-04,-3.131307109375000000e+05
-7.541901797956354514e+00,2.696303680256372903e+00,2.898898302013621850e-02,6.625066422522661647e+00,3.481672073345696816e+01,9.165140193798170287e+01,1.285990855808022673e+02,2.580086381583695187e-04,-3.131302675781250000e+05
-7.529764507608620150e+00,2.562562902925192176e+00,2.779266024393085149e-02,9.008642152824641869e-02,4.127273061816708122e+01,9.190862990340052363e+01,1.284999733514353011e+02,2.465850424258559173e-04,-3.131293828125000000e+05
-7.533110635315384052e+00,2.129406617494081555e+00,3.067087604846460702e-02,2.150332153395943635e+01,2.013559351972348210e+01,9.131740224636608616e+01,1.285255241258247452e+02,2.741339865078671755e-04,-3.131243457031250000e+05
-7.544570280394179207e+00,2.668123762410585353e+00,2.765246955916556004e-02,1.644513371013591296e+01,2.472619227803212283e+01,9.171847169198794347e+01,1.285209115442950178e+02,2.541517953158447976e-04,-3.131336894531250000e+05
-7.542714734342876426e+00,2.636408898951606350e+00,2.546386413439157698e-02,4.922726909224747871e+00,3.600585490158175617e+01,9.201210239262940149e+01,1.285001346367749022e+02,2.544355528939279193e-04,-3.131284882812500000e+05
-7.537824735660567654e+00,2.491396733627149196e+00,2.630468753269981502e-02,1.814965826148709382e+00,3.951272514572571026e+01,9.179954636563044801e+01,1.285631988687297564e+02,2.286785422581615317e-04,-3.131304960937500000e+05
-7.540621579680385267e+00,2.710344303613454464e+00,2.841467829249809396e-02,5.753732082869333908e+00,3.560349935972715940e+01,9.168175786338042599e+01,1.284996434623749906e+02,2.549726381648781577e-04,-3.131284902343750000e+05
-7.533606381358469939e+00,2.513622370790613569e+00,2.823262663489130644e-02,3.626766202710122844e+00,3.802306923205264866e+01,9.163888989495508497e+01,1.283684015314718181e+02,2.546452089257497057e-04,-3.131323378906250000e+05
-7.536537795619771885e+00,2.509190379115197711e+00,2.582573266215166738e-02,4.213309383681117737e+00,3.688116374350956050e+01,9.182332596980815254e+01,1.284979252513938377e+02,2.626360734212411572e-04,-3.131301796875000000e+05
-7.564572023972615078e+00,2.845163554634820624e+00,5.505405243179273267e-03,5.065764945178344192e+00,6.815935255979589158e+00,9.086479628552022803e+01,1.284130309779515926e+02,2.798784133351270905e-04,-3.168227675781250000e+05
-7.541096653566711439e+00,2.452392205052853491e+00,2.856135248442250030e-02,1.030525459053940551e+00,4.010534999741385320e+01,9.187958371534831770e+01,1.284748910655468990e+02,2.583800634665466369e-04,-3.131296152343750000e+05
-7.531286868620961528e+00,2.260443617903124647e+00,2.919058848559144548e-02,2.111506184413276443e+01,2.019480046769679760e+01,9.174456643618397322e+01,1.285573261529189324e+02,2.580204569145386206e-04,-3.131271601562500000e+05
-7.548965128362187471e+00,2.589397252102420666e+00,2.769517682167122602e-02,1.458834243462579172e+00,3.945349982939912792e+01,9.186115808076645806e+01,1.284894075863759326e+02,2.715268103938115341e-04,-3.131291445312500000e+05
-7.551245774011920986e+00,1.965396528764878248e+00,2.480221702325715455e-02,2.242127042241965995e+01,1.859873851241763987e+01,9.167442116159092791e+01,1.285408911974373893e+02,2.723765425822396720e-04,-3.131265546875000000e+05
-7.546430979463538691e+00,2.481362420990266049e+00,3.050985897698266572e-02,2.229845149783692637e+00,3.917601858617383215e+01,9.171310745919824114e+01,1.285546331864078695e+02,2.527535630415091248e-04,-3.131310429687500000e+05
-7.550757771824821774e+00,2.526614922822583154e+00,2.922706402355403424e-02,5.709174730161031164e+00,3.579939685879136135e+01,9.169638508317108005e+01,1.284857291501155601e+02,2.558385624373309608e-04,-3.131327812500000000e+05
-7.543561974288555128e+00,2.672417166084419815e+00,2.792768079974831258e-02,1.348466016537621215e+00,3.981043413706497347e+01,9.181009184249906241e+01,1.286680790270007435e+02,2.786406367837086372e-04,-3.131303437500000000e+05
-7.547569747007252694e+00,2.386636850508791596e+00,2.680208244652405869e-02,1.935235443690337576e+01,2.129261980936242082e+01,9.182231456109995804e+01,1.285277515336609042e+02,2.790931146704860575e-04,-3.131307109375000000e+05
-7.541543008822972460e+00,2.587611639504416416e+00,2.879842193408730169e-02,4.132022280657469793e+00,3.717344424144424408e+01,9.175308449729422478e+01,1.285437419144083719e+02,2.581741530227235192e-04,-3.131273515625000000e+05
-7.529764507608620150e+00,2.562562902925192176e+00,2.779266024393085149e-02,9.008642152824641869e-02,4.127273061816708122e+01,9.190862990340052363e+01,1.284999733514353011e+02,2.465850424258559173e-04,-3.131293828125000000e+05
-7.533110635315384052e+00,2.129406617494081555e+00,3.067087604846460702e-02,2.150332153395943635e+01,2.013559351972348210e+01,9.131740224636608616e+01,1.285255241258247452e+02,2.741339865078671755e-04,-3.131243457031250000e+05
-7.544570280394179207e+00,2.668123762410585353e+00,2.765246955916556004e-02,1.644513371013591296e+01,2.472619227803212283e+01,9.171847169198794347e+01,1.285209115442950178e+02,2.541517953158447976e-04,-3.131336894531250000e+05
-7.542714734342876426e+00,2.636408898951606350e+00,2.546386413439157698e-02,4.922726909224747871e+00,3.600585490158175617e+01,9.201210239262940149e+01,1.285001346367749022e+02,2.544355528939279193e-04,-3.131284882812500000e+05
-7.537824735660567654e+00,2.491396733627149196e+00,2.630468753269981502e-02,1.814965826148709382e+00,3.951272514572571026e+01,9.179954636563044801e+01,1.285631988687297564e+02,2.286785422581615317e-04,-3.131304960937500000e+05
-7.539411792238484011e+00,2.732273001730245454e+00,2.831771741790073404e-02,5.759050147580692780e+00,3.558011835718787097e+01,9.168001205720780433e+01,1.285013041807191598e+02,2.548692872915399657e-04,-3.131285117187500000e+05
-7.533606381358469939e+00,2.513622370790613569e+00,2.823262663489130644e-02,3.626766202710122844e+00,3.802306923205264866e+01,9.163888989495508497e+01,1.283684015314718181e+02,2.546452089257497057e-04,-3.131323378906250000e+05
-7.536537795619771885e+00,2.509190379115197711e+00,2.582573266215166738e-02,4.213309383681117737e+00,3.688116374350956050e+01,9.182332596980815254e+01,1.284979252513938377e+02,2.626360734212411572e-04,-3.131301796875000000e+05
-7.564572023972615078e+00,2.845163554634820624e+00,5.505405243179273267e-03,5.065764945178344192e+00,6.815935255979589158e+00,9.086479628552022803e+01,1.284130309779515926e+02,2.798784133351270905e-04,-3.168227675781250000e+05
-7.541096653566711439e+00,2.452392205052853491e+00,2.856135248442250030e-02,1.030525459053940551e+00,4.010534999741385320e+01,9.187958371534831770e+01,1.284748910655468990e+02,2.583800634665466369e-04,-3.131296152343750000e+05
-7.531286868620961528e+00,2.260443617903124647e+00,2.919058848559144548e-02,2.111506184413276443e+01,2.019480046769679760e+01,9.174456643618397322e+01,1.285573261529189324e+02,2.580204569145386206e-04,-3.131271601562500000e+05
-7.547670105790477812e+00,2.589085695732770809e+00,2.788767268692348214e-02,1.925256109655943959e+00,3.905567230377751997e+01,9.184230123950129610e+01,1.284988879215886470e+02,2.691970186683484878e-04,-3.131282675781250000e+05
-7.551245774011920986e+00,1.965396528764878248e+00,2.480221702325715455e-02,2.242127042241965995e+01,1.859873851241763987e+01,9.167442116159092791e+01,1.285408911974373893e+02,2.723765425822396720e-04,-3.131265546875000000e+05
-7.543301418095287758e+00,2.490165381096981267e+00,2.902810537870734175e-02,2.857284520135931594e+00,3.845007543432694774e+01,9.174797344352826656e+01,1.285366944757262786e+02,2.558797480183737849e-04,-3.131281718750000000e+05
-7.550757771824821774e+00,2.526614922822583154e+00,2.922706402355403424e-02,5.709174730161031164e+00,3.579939685879136135e+01,9.169638508317108005e+01,1.284857291501155601e+02,2.558385624373309608e-04,-3.131327812500000000e+05
-7.543894814094004531e+00,2.680151646452972436e+00,2.802728134269732302e-02,1.212715780969191748e+00,3.994923723901789714e+01,9.180946474507365451e+01,1.286761417418375970e+02,2.793990109662354603e-04,-3.131307675781250000e+05
-7.547569747007252694e+00,2.386636850508791596e+00,2.680208244652405869e-02,1.935235443690337576e+01,2.129261980936242082e+01,9.182231456109995804e+01,1.285277515336609042e+02,2.790931146704860575e-04,-3.131307109375000000e+05
-7.541543008822972460e+00,2.587611639504416416e+00,2.879842193408730169e-02,4.132022280657469793e+00,3.717344424144424408e+01,9.175308449729422478e+01,1.285437419144083719e+02,2.581741530227235192e-04,-3.131273515625000000e+05
-7.529764507608620150e+00,2.562562902925192176e+00,2.779266024393085149e-02,9.008642152824641869e-02,4.127273061816708122e+01,9.190862990340052363e+01,1.284999733514353011e+02,2.465850424258559173e-04,-3.131293828125000000e+05
-7.533110635315384052e+00,2.129406617494081555e+00,3.067087604846460702e-02,2.150332153395943635e+01,2.013559351972348210e+01,9.131740224636608616e+01,1.285255241258247452e+02,2.741339865078671755e-04,-3.131243457031250000e+05
-7.540533547164662842e+00,2.611238807566733655e+00,2.786607416627599754e-02,1.172561468712698307e+01,2.962189086794651516e+01,9.168917094017503189e+01,1.284647597834486135e+02,2.543334623586104696e-04,-3.131299843750000000e+05
-7.542714734342876426e+00,2.636408898951606350e+00,2.546386413439157698e-02,4.922726909224747871e+00,3.600585490158175617e+01,9.201210239262940149e+01,1.285001346367749022e+02,2.544355528939279193e-04,-3.131284882812500000e+05
-7.537824735660567654e+00,2.491396733627149196e+00,2.630468753269981502e-02,1.814965826148709382e+00,3.951272514572571026e+01,9.179954636563044801e+01,1.285631988687297564e+02,2.286785422581615317e-04,-3.131304960937500000e+05
-7.541126355437636875e+00,2.762434720918566899e+00,2.841103317901690073e-02,6.766566454494086891e+00,3.456839911553636568e+01,9.163938096143415635e+01,1.285015407022899581e+02,2.563416043138350207e-04,-3.131292343750000000e+05
-7.533606381358469939e+00,2.513622370790613569e+00,2.823262663489130644e-02,3.626766202710122844e+00,3.802306923205264866e+01,9.163888989495508497e+01,1.283684015314718181e+02,2.546452089257497057e-04,-3.131323378906250000e+05
-7.536537795619771885e+00,2.509190379115197711e+00,2.582573266215166738e-02,4.213309383681117737e+00,3.688116374350956050e+01,9.182332596980815254e+01,1.284979252513938377e+02,2.626360734212411572e-04,-3.131301796875000000e+05
-7.564572023972615078e+00,2.845163554634820624e+00,5.505405243179273267e-03,5.065764945178344192e+00,6.815935255979589158e+00,9.086479628552022803e+01,1.284130309779515926e+02,2.798784133351270905e-04,-3.168227675781250000e+05
-7.541096653566711439e+00,2.452392205052853491e+00,2.856135248442250030e-02,1.030525459053940551e+00,4.010534999741385320e+01,9.187958371534831770e+01,1.284748910655468990e+02,2.583800634665466369e-04,-3.131296152343750000e+05
-7.531274271066611625e+00,2.262943658355060172e+00,2.917902061380597128e-02,2.094107993809976875e+01,2.036922057469328351e+01,9.174592406320435600e+01,1.285568515578472102e+02,2.579258287321494142e-04,-3.131270625000000000e+05
-7.547670105790477812e+00,2.589085695732770809e+00,2.788767268692348214e-02,1.925256109655943959e+00,3.905567230377751997e+01,9.184230123950129610e+01,1.284988879215886470e+02,2.691970186683484878e-04,-3.131282675781250000e+05
-7.551245774011920986e+00,1.965396528764878248e+00,2.480221702325715455e-02,2.242127042241965995e+01,1.859873851241763987e+01,9.167442116159092791e+01,1.285408911974373893e+02,2.723765425822396720e-04,-3.131265546875000000e+05
-7.543301418095287758e+00,2.490165381096981267e+00,2.902810537870734175e-02,2.857284520135931594e+00,3.845007543432694774e+01,9.174797344352826656e+01,1.285366944757262786e+02,2.558797480183737849e-04,-3.131281718750000000e+05
-7.550747126274063525e+00,2.526601878225193776e+00,2.922451767290389774e-02,5.708054875229886527e+00,3.580020670573583885e+01,9.169648011537314858e+01,1.284857382805257089e+02,2.558436512818668259e-04,-3.131327675781250000e+05
-7.543894814094004531e+00,2.680151646452972436e+00,2.802728134269732302e-02,1.212715780969191748e+00,3.994923723901789714e+01,9.180946474507365451e+01,1.286761417418375970e+02,2.793990109662354603e-04,-3.131307675781250000e+05
-7.547569747007252694e+00,2.386636850508791596e+00,2.680208244652405869e-02,1.935235443690337576e+01,2.129261980936242082e+01,9.182231456109995804e+01,1.285277515336609042e+02,2.790931146704860575e-04,-3.131307109375000000e+05
-7.543515566410365913e+00,2.588086197164088720e+00,2.850521532299009689e-02,3.421575983283887012e+00,3.777940874066005250e+01,9.178180693513003519e+01,1.285293016200355680e+02,2.617228543701012361e-04,-3.131274980468750000e+05
-7.529764507608620150e+00,2.562562902925192176e+00,2.779266024393085149e-02,9.008642152824641869e-02,4.127273061816708122e+01,9.190862990340052363e+01,1.284999733514353011e+02,2.465850424258559173e-04,-3.131293828125000000e+05
-7.533719478846673923e+00,2.085132632324675495e+00,3.116549825188558512e-02,2.168973180571788717e+01,2.005813485581858657e+01,9.117532654631207834e+01,1.285151375675199006e+02,2.795077744273747862e-04,-3.131251777343750000e+05
-7.540533547164662842e+00,2.611238807566733655e+00,2.786607416627599754e-02,1.172561468712698307e+01,2.962189086794651516e+01,9.168917094017503189e+01,1.284647597834486135e+02,2.543334623586104696e-04,-3.131299843750000000e+05
-7.540374691958212416e+00,2.658756023174503103e+00,2.431928500340005753e-02,6.338202780600423303e+00,3.456565973920327650e+01,9.209228647155993031e+01,1.285007233648669001e+02,2.474648432433665455e-04,-3.131309394531250000e+05
-7.537824735660567654e+00,2.491396733627149196e+00,2.630468753269981502e-02,1.814965826148709382e+00,3.951272514572571026e+01,9.179954636563044801e+01,1.285631988687297564e+02,2.286785422581615317e-04,-3.131304960937500000e+05
-7.541126355437636875e+00,2.762434720918566899e+00,2.841103317901690073e-02,6.766566454494086891e+00,3.456839911553636568e+01,9.163938096143415635e+01,1.285015407022899581e+02,2.563416043138350207e-04,-3.131292343750000000e+05
-7.533606381358469939e+00,2.513622370790613569e+00,2.823262663489130644e-02,3.626766202710122844e+00,3.802306923205264866e+01,9.163888989495508497e+01,1.283684015314718181e+02,2.546452089257497057e-04,-3.131323378906250000e+05
-7.539134074091975890e+00,2.488732082591123884e+00,2.507178690810278263e-02,5.793787726711957298e+00,3.519782612119873022e+01,9.179062800007534406e+01,1.284971401913110753e+02,2.687886164935850792e-04,-3.131321582031250000e+05
-7.564572023972615078e+00,2.845163554634820624e+00,5.505405243179273267e-03,5.065764945178344192e+00,6.815935255979589158e+00,9.086479628552022803e+01,1.284130309779515926e+02,2.798784133351270905e-04,-3.168227675781250000e+05
-7.541096653566711439e+00,2.452392205052853491e+00,2.856135248442250030e-02,1.030525459053940551e+00,4.010534999741385320e+01,9.187958371534831770e+01,1.284748910655468990e+02,2.583800634665466369e-04,-3.131296152343750000e+05
-7.531274271066611625e+00,2.262943658355060172e+00,2.917902061380597128e-02,2.094107993809976875e+01,2.036922057469328351e+01,9.174592406320435600e+01,1.285568515578472102e+02,2.579258287321494142e-04,-3.131270625000000000e+05
-7.547657714037146803e+00,2.564088420243155308e+00,2.775362994502451192e-02,4.077058839816567470e+00,3.686238779159297962e+01,9.183983339383111399e+01,1.285024518424487496e+02,2.704189344454596754e-04,-3.131288027343750000e+05
-7.550805212440140579e+00,2.015881005078285160e+00,2.504189530992482690e-02,2.205346941102260416e+01,1.892159266361501224e+01,9.169214577255293364e+01,1.285393164454242196e+02,2.731815049920407502e-04,-3.131256152343750000e+05
-7.543301418095287758e+00,2.490165381096981267e+00,2.902810537870734175e-02,2.857284520135931594e+00,3.845007543432694774e+01,9.174797344352826656e+01,1.285366944757262786e+02,2.558797480183737849e-04,-3.131281718750000000e+05
-7.551194687528907323e+00,2.530043510096890991e+00,2.925527337295363850e-02,5.924985278388072096e+00,3.560054650334613768e+01,9.168798829539122153e+01,1.284862413432558697e+02,2.557260197570077813e-04,-3.131332929687500000e+05
-7.543233980514640891e+00,2.659602392265722592e+00,2.783974705533450236e-02,1.278281169850468579e+00,3.990171530792439114e+01,9.180838495701806323e+01,1.286638459463354422e+02,2.738772060586173334e-04,-3.131297910156250000e+05
-7.547569747007252694e+00,2.386636850508791596e+00,2.680208244652405869e-02,1.935235443690337576e+01,2.129261980936242082e+01,9.182231456109995804e+01,1.285277515336609042e+02,2.790931146704860575e-04,-3.131307109375000000e+05
-7.543515566410365913e+00,2.588086197164088720e+00,2.850521532299009689e-02,3.421575983283887012e+00,3.777940874066005250e+01,9.178180693513003519e+01,1.285293016200355680e+02,2.617228543701012361e-04,-3.131274980468750000e+05
-7.529764507608620150e+00,2.562562902925192176e+00,2.779266024393085149e-02,9.008642152824641869e-02,4.127273061816708122e+01,9.190862990340052363e+01,1.284999733514353011e+02,2.465850424258559173e-04,-3.131293828125000000e+05
-7.533719478846673923e+00,2.085132632324675495e+00,3.116549825188558512e-02,2.168973180571788717e+01,2.005813485581858657e+01,9.117532654631207834e+01,1.285151375675199006e+02,2.795077744273747862e-04,-3.131251777343750000e+05
-7.540588661560951422e+00,2.616063397850083128e+00,2.797611948139934121e-02,1.195922337041703898e+01,2.940229800029959506e+01,9.168517533303207756e+01,1.284634845701803272e+02,2.537641858866632855e-04,-3.131303007812500000e+05
-7.540263889082844173e+00,2.690427657996509403e+00,2.366823476905107262e-02,7.152797215861211200e+00,3.371545717713571122e+01,9.212493097330295200e+01,1.285046879704752030e+02,2.457896325787404753e-04,-3.131326816406250000e+05
-7.538938267302128793e+00,2.481565029013911960e+00,2.609912204682809586e-02,2.053260299027569680e+00,3.926957795804646167e+01,9.178447632417534408e+01,1.285719335612977261e+02,2.262047345199881586e-04,-3.131310878906250000e+05
-7.541126355437636875e+00,2.762434720918566899e+00,2.841103317901690073e-02,6.766566454494086891e+00,3.456839911553636568e+01,9.163938096143415635e+01,1.285015407022899581e+02,2.563416043138350207e-04,-3.131292343750000000e+05
-7.537847498849072458e+00,2.577928997220924501e+00,2.805955664833177654e-02,2.592219501324459330e+00,3.885064406164296003e+01,9.171355528771039189e+01,1.284985497080892287e+02,2.631172234016689580e-04,-3.131279355468750000e+05
-7.539134074091975890e+00,2.488732082591123884e+00,2.507178690810278263e-02,5.793787726711957298e+00,3.519782612119873022e+01,9.179062800007534406e+01,1.284971401913110753e+02,2.687886164935850792e-04,-3.131321582031250000e+05
-7.564572023972615078e+00,2.845163554634820624e+00,5.505405243179273267e-03,5.065764945178344192e+00,6.815935255979589158e+00,9.086479628552022803e+01,1.284130309779515926e+02,2.798784133351270905e-04,-3.168227675781250000e+05
-7.541096653566711439e+00,2.452392205052853491e+00,2.856135248442250030e-02,1.030525459053940551e+00,4.010534999741385320e+01,9.187958371534831770e+01,1.284748910655468990e+02,2.583800634665466369e-04,-3.131296152343750000e+05
-7.531274271066611625e+00,2.262943658355060172e+00,2.917902061380597128e-02,2.094107993809976875e+01,2.036922057469328351e+01,9.174592406320435600e+01,1.285568515578472102e+02,2.579258287321494142e-04,-3.131270625000000000e+05
-7.547657714037146803e+00,2.564088420243155308e+00,2.775362994502451192e-02,4.077058839816567470e+00,3.686238779159297962e+01,9.183983339383111399e+01,1.285024518424487496e+02,2.704189344454596754e-04,-3.131288027343750000e+05
-7.548696232015477570e+00,2.024429091435813621e+00,2.579776327792012575e-02,2.200857139800461582e+01,1.906188194192128549e+01,9.162835210368476169e+01,1.285363319215282161e+02,2.739623891330274404e-04,-3.131246445312500000e+05
-7.542261847847207434e+00,2.488116249500935240e+00,2.833024182246272199e-02,2.665716614595994738e+00,3.864533122131956588e+01,9.175667066956717122e+01,1.285450905882298969e+02,2.488093389019437897e-04,-3.131279414062500000e+05
-7.548877042849845509e+00,2.522104841749392978e+00,2.845134783501229725e-02,5.899773517051211336e+00,3.552315717686499141e+01,9.170771219804886698e+01,1.284883357356626163e+02,2.582362119607103349e-04,-3.131300449218750000e+05
-7.543233980514640891e+00,2.659602392265722592e+00,2.783974705533450236e-02,1.278281169850468579e+00,3.990171530792439114e+01,9.180838495701806323e+01,1.286638459463354422e+02,2.738772060586173334e-04,-3.131297910156250000e+05
-7.547569747007252694e+00,2.386636850508791596e+00,2.680208244652405869e-02,1.935235443690337576e+01,2.129261980936242082e+01,9.182231456109995804e+01,1.285277515336609042e+02,2.790931146704860575e-04,-3.131307109375000000e+05
-7.543820139632428479e+00,2.586321634213241794e+00,2.844995104927315957e-02,3.469773812914682676e+00,3.771197994518429653e+01,9.178607363614696624e+01,1.285273273487134986e+02,2.623622794622310051e-04,-3.131275605468750000e+05
-7.529766952420476223e+00,2.562077719184968849e+00,2.779490522492503862e-02,1.238511519488589840e-01,4.123888084592953618e+01,9.190836642824152136e+01,1.285000654562697662e+02,2.466034069508885387e-04,-3.131293828125000000e+05
-7.533719478846673923e+00,2.085132632324675495e+00,3.116549825188558512e-02,2.168973180571788717e+01,2.005813485581858657e+01,9.117532654631207834e+01,1.285151375675199006e+02,2.795077744273747862e-04,-3.131251777343750000e+05
-7.540588661560951422e+00,2.616063397850083128e+00,2.797611948139934121e-02,1.195922337041703898e+01,2.940229800029959506e+01,9.168517533303207756e+01,1.284634845701803272e+02,2.537641858866632855e-04,-3.131303007812500000e+05
